frequency_hz,t_0.000000,t_0.031250,t_0.062500,t_0.093750,t_0.125000,t_0.156250,t_0.187500,t_0.218750,t_0.250000,t_0.281250,t_0.312500,t_0.343750,t_0.375000,t_0.406250,t_0.437500,t_0.468750,t_0.500000,t_0.531250,t_0.562500,t_0.593750,t_0.625000,t_0.656250,t_0.687500,t_0.718750,t_0.750000,t_0.781250,t_0.812500,t_0.843750,t_0.875000,t_0.906250,t_0.937500,t_0.968750,t_1.000000,t_1.031250,t_1.062500,t_1.093750,t_1.125000,t_1.156250,t_1.187500,t_1.218750,t_1.250000,t_1.281250,t_1.312500,t_1.343750,t_1.375000,t_1.406250,t_1.437500,t_1.468750,t_1.500000,t_1.531250,t_1.562500,t_1.593750,t_1.625000,t_1.656250,t_1.687500,t_1.718750,t_1.750000,t_1.781250,t_1.812500,t_1.843750,t_1.875000,t_1.906250,t_1.937500,t_1.968750,t_2.000000,t_2.031250,t_2.062500,t_2.093750,t_2.125000,t_2.156250,t_2.187500,t_2.218750,t_2.250000,t_2.281250,t_2.312500,t_2.343750,t_2.375000,t_2.406250,t_2.437500,t_2.468750,t_2.500000,t_2.531250,t_2.562500,t_2.593750,t_2.625000,t_2.656250,t_2.687500,t_2.718750,t_2.750000,t_2.781250,t_2.812500,t_2.843750,t_2.875000
2000.00,-103.696473,-104.396702,-99.244300,-104.839256,-96.031234,-110.677695,-94.800008,-98.994828,-95.947849,-95.873825,-97.426472,-96.500289,-97.917751,-97.694542,-98.766975,-96.808145,-100.509685,-94.993743,-104.515086,-93.373160,-113.369732,-91.887317,-104.161803,-90.547323,-97.451490,-89.827033,-97.258502,-90.091880,-94.318452,-90.659256,-90.176673,-91.398137,-87.698871,-92.673613,-86.114383,-94.598868,-84.878871,-99.331491,-83.837874,-105.810264,-83.019946,-95.388501,-82.474235,-90.018150,-82.138091,-86.976334,-81.892156,-83.506129,-81.932744,-80.569313,-82.437432,-78.324257,-83.497654,-76.445781,-85.755017,-74.764138,-88.382826,-73.241085,-87.324495,-71.880413,-81.977703,-70.694236,-76.696314,-69.683872,-72.512867,-68.838415,-69.025633,-68.193617,-65.810772,-67.804629,-62.769750,-67.627682,-59.846781,-67.397332,-56.962737,-65.658834,-54.032159,-61.343065,-50.956799,-55.601454,-47.599208,-49.468823,-43.731493,-42.971643,-38.923145,-35.653824,-32.301253,-26.599385,-22.096806,-13.528412,-4.271485,10.398450,28.194577
2008.00,-103.818148,-104.484936,-99.360460,-104.942360,-96.146239,-110.673826,-94.915992,-99.113965,-96.063925,-95.995362,-97.536758,-96.630035,-98.035540,-97.843532,-98.879108,-96.965672,-100.605320,-95.148283,-104.618171,-93.524528,-113.265731,-92.035481,-104.311171,-90.692782,-97.610581,-89.972639,-97.452514,-90.240551,-94.514410,-90.808982,-90.350810,-91.551215,-87.869808,-92.826597,-86.288829,-94.740298,-85.058469,-99.491142,-84.022900,-106.117599,-83.211054,-95.636996,-82.672655,-90.252702,-82.344110,-87.226554,-82.104166,-83.751400,-82.151272,-80.812687,-82.662716,-78.574414,-83.729019,-76.706462,-86.006559,-75.036618,-88.676446,-73.526464,-87.720082,-72.180421,-82.366949,-71.011392,-77.069433,-70.021196,-72.892479,-69.199076,-69.426174,-68.582735,-66.236592,-68.231963,-63.226077,-68.111967,-60.341613,-67.986403,-57.506338,-66.391748,-54.638145,-62.168067,-51.644778,-56.486371,-48.399842,-50.451979,-44.697221,-44.123198,-40.152079,-37.088608,-33.989389,-28.558713,-24.665697,-16.681731,-8.878608,4.159729,20.736765
2016.00,-103.939273,-104.572714,-99.476112,-105.044924,-96.260768,-110.670796,-95.031505,-99.232556,-96.179481,-96.116383,-97.646426,-96.759179,-98.152742,-97.991854,-98.990634,-97.122533,-100.700368,-95.302106,-104.720529,-93.675128,-113.167841,-92.182842,-104.458697,-90.837422,-97.768793,-90.117409,-97.645690,-90.388317,-94.709548,-90.957694,-90.523913,-91.703248,-88.039646,-92.978469,-86.462108,-94.880468,-85.236820,-99.648987,-84.206587,-106.418337,-83.400723,-95.883801,-82.869518,-90.485564,-82.548435,-87.475153,-82.314322,-83.994791,-82.367788,-81.053938,-82.885747,-78.822237,-83.957740,-76.964586,-86.254795,-75.306276,-88.964493,-73.808704,-88.111666,-72.476907,-82.752423,-71.324565,-77.438076,-70.353959,-73.267012,-69.554425,-69.821005,-68.965513,-66.655830,-68.651420,-63.674647,-68.585775,-60.827143,-68.561189,-58.038553,-67.107833,-55.229812,-62.973532,-52.314084,-57.345721,-49.174891,-51.400698,-45.625436,-45.225571,-41.320897,-38.445526,-35.570436,-30.373092,-27.013949,-19.485398,-12.912316,-1.295785,13.466289
2024.00,-104.059851,-104.660041,-99.591263,-105.146952,-96.374824,-110.668595,-95.146550,-99.350605,-96.294525,-96.236892,-97.755481,-96.887726,-98.269358,-98.139514,-99.101559,-97.278737,-100.794829,-95.455218,-104.822180,-93.824971,-113.075661,-92.329409,-104.604396,-90.981252,-97.926130,-90.261349,-97.838033,-90.535191,-94.903868,-91.105409,-90.695999,-91.854256,-88.208406,-93.129260,-86.634238,-95.019396,-85.413940,-99.805060,-84.388956,-106.712051,-83.588972,-96.128944,-83.064846,-90.716769,-82.751089,-87.722159,-82.522657,-84.236344,-82.582325,-81.293103,-83.106565,-79.067773,-84.183884,-77.220205,-86.499805,-75.573173,-89.247081,-74.087874,-88.499342,-72.769956,-83.134244,-71.633853,-77.802365,-70.682287,-73.636606,-69.904616,-70.210301,-69.342152,-67.068700,-69.063279,-64.115732,-69.049516,-61.303728,-69.122234,-58.559865,-67.807726,-55.807841,-63.760429,-52.965732,-58.180974,-49.925983,-52.317316,-46.518986,-46.282802,-42.435144,-39.732597,-37.056609,-32.062211,-29.174826,-22.003884,-16.477581,-6.003775,6.733476
2032.00,-104.179888,-104.746922,-99.705916,-105.248450,-96.488413,-110.667219,-95.261133,-99.468119,-96.409060,-96.356894,-97.863933,-97.015679,-98.385403,-98.286519,-99.211891,-97.434289,-100.888717,-95.607626,-104.923135,-93.974059,-112.988912,-92.475191,-104.748268,-91.124282,-98.082605,-90.404474,-98.029564,-90.681184,-95.097389,-91.252134,-90.867078,-92.004249,-88.376100,-93.278975,-86.805232,-95.157105,-85.589848,-99.959408,-84.570025,-106.998344,-83.775826,-96.372443,-83.258667,-90.946331,-82.952101,-87.967609,-82.729201,-84.476084,-82.794918,-81.530220,-83.325218,-79.311064,-84.407500,-77.473368,-86.741675,-75.837364,-89.524318,-74.364042,-88.883188,-73.059644,-83.512514,-71.939354,-78.162423,-71.006293,-74.001403,-70.249796,-70.594226,-69.712846,-67.475407,-69.467808,-64.549589,-69.503578,-61.771702,-69.670055,-59.070725,-68.492018,-56.372863,-64.529663,-53.600657,-58.993483,-50.654590,-53.203942,-47.380406,-47.298462,-43.499649,-40.956687,-38.458189,-33.642124,-31.174715,-24.287058,-19.662134,-10.066785,0.719561
2040.00,-104.299389,-104.833361,-99.820076,-105.349423,-96.601539,-110.666661,-95.375258,-99.585103,-96.523091,-96.476395,-97.971785,-97.143051,-98.500869,-98.432878,-99.321636,-97.589195,-100.982037,-95.759338,-105.023394,-94.122406,-112.907259,-92.620196,-104.890327,-91.266524,-98.238230,-90.546790,-98.220281,-90.826307,-95.290121,-91.397888,-91.037165,-92.153242,-88.542741,-93.427634,-86.975108,-95.293618,-85.764561,-100.112067,-84.749816,-107.276813,-83.961304,-96.614309,-83.451002,-91.174294,-83.151498,-88.211526,-82.933986,-84.714047,-83.005605,-81.765327,-83.541743,-79.552149,-84.628644,-77.724122,-86.980474,-76.098907,-89.796317,-74.637272,-89.263275,-73.346051,-83.887356,-72.241157,-78.518356,-71.326093,-74.361531,-70.590109,-70.972938,-70.077779,-67.876143,-69.865261,-64.976464,-69.948330,-62.231383,-70.205143,-59.571555,-69.161263,-56.925469,-65.282073,-54.219718,-59.784491,-51.362053,-54.062491,-48.211965,-48.275725,-44.518636,-42.123718,-39.783913,-35.126067,-33.034842,-26.373671,-22.535050,-13.600185,-4.551100
2048.00,-104.418357,-104.919363,-99.933749,-105.449875,-96.714205,-110.666908,-95.488929,-99.701560,-96.636624,-96.595401,-98.079045,-97.269842,-98.615775,-98.578591,-99.430799,-97.743464,-101.074797,-95.910359,-105.122982,-94.270016,-112.830429,-92.764431,-105.030590,-91.407982,-98.393017,-90.688310,-98.410199,-90.970570,-95.482075,-91.542677,-91.206270,-92.301246,-88.708345,-93.575251,-87.143881,-95.428956,-85.938095,-100.263069,-84.928343,-107.547053,-84.145427,-96.854563,-83.641872,-91.400668,-83.349304,-88.453941,-83.137036,-84.950263,-83.214420,-81.998454,-83.756186,-79.791074,-84.847365,-77.972515,-87.216289,-76.357855,-90.063198,-74.907627,-89.639685,-73.629250,-84.258858,-72.539354,-78.870283,-71.641793,-74.717118,-70.925687,-71.346588,-70.437128,-68.271096,-70.255879,-65.396589,-70.384117,-62.683069,-70.727965,-60.062755,-69.815979,-57.466206,-66.018443,-54.823710,-60.555147,-52.049596,-54.894705,-49.015698,-49.217423,-45.495823,-43.238829,-41.041262,-36.525064,-34.772515,-28.294137,-25.149746,-16.706140,-9.151735
2056.00,-104.536799,-105.004933,-100.046937,-105.549814,-96.826418,-110.667950,-95.602151,-99.817498,-96.749662,-96.713916,-98.185717,-97.396061,-98.730121,-98.723670,-99.539389,-97.897099,-101.167006,-96.060699,-105.221897,-94.416897,-112.758179,-92.907908,-105.169060,-91.548669,-98.546973,-90.829043,-98.599326,-91.113985,-95.673263,-91.686516,-91.374407,-92.448279,-88.872926,-93.721842,-87.311565,-95.563138,-86.110468,-100.412459,-85.105629,-107.808691,-84.328214,-97.093224,-83.831305,-91.625488,-83.545546,-88.694889,-83.338388,-85.184766,-83.421393,-82.229644,-83.968583,-80.027872,-85.063720,-78.218590,-87.449185,-76.614259,-90.325056,-75.175169,-90.012481,-73.909311,-84.627129,-72.834030,-79.218304,-71.953500,-75.068285,-71.256663,-71.715321,-70.791060,-68.660439,-70.639889,-65.810183,-70.811271,-63.127044,-71.238965,-60.544697,-70.456650,-57.995588,-66.739505,-55.413369,-61.306516,-52.718337,-55.702174,-49.793441,-50.126092,-46.434499,-44.306508,-42.236690,-37.848383,-36.402024,-30.072619,-27.547590,-19.466958,-13.189688
2064.00,-104.654717,-105.090076,-100.159646,-105.649242,-96.938180,-110.669782,-95.714928,-99.932919,-96.862210,-96.831945,-98.291810,-97.521711,-98.843911,-98.868115,-99.647409,-98.050111,-101.258670,-96.210362,-105.320160,-94.563056,-112.690258,-93.050631,-105.305763,-91.688594,-98.700110,-90.968996,-98.787672,-91.256562,-95.863694,-91.829416,-91.541588,-92.594348,-89.036496,-93.867420,-87.478176,-95.696186,-86.281695,-100.560271,-85.281688,-108.061336,-84.509691,-97.330304,-84.019320,-91.848782,-83.740246,-88.934390,-83.538060,-85.417582,-83.626560,-82.458924,-84.178972,-80.262589,-85.277751,-78.462394,-87.679239,-76.868170,-90.582013,-75.439955,-90.381729,-74.186308,-84.992264,-73.125265,-79.562516,-72.261311,-75.415150,-71.583160,-72.079275,-71.139736,-69.044344,-71.017512,-66.217459,-71.230106,-63.563576,-71.738566,-61.017736,-71.083732,-58.514096,-67.445945,-55.989376,-62.039581,-53.369302,-56.486350,-50.546852,-51.004010,-47.337581,-45.330694,-43.375804,-39.103882,-37.935311,-31.728549,-29.760929,-21.946667,-16.768510
2072.00,-104.772118,-105.174795,-100.271881,-105.748165,-97.049496,-110.672387,-95.827265,-100.047831,-96.974275,-96.949494,-98.397327,-97.646803,-98.957155,-99.011940,-99.754864,-98.202501,-101.349797,-96.359356,-105.417770,-94.708502,-112.626448,-93.192611,-105.440689,-91.827762,-98.852438,-91.108184,-98.975237,-91.398312,-96.053386,-91.971388,-91.707823,-92.739471,-89.199070,-94.012002,-87.643728,-95.828115,-86.451793,-100.706537,-85.456541,-108.304718,-84.689869,-97.565814,-84.205935,-92.070562,-83.933431,-89.172475,-83.736089,-85.648740,-83.829952,-82.686330,-84.387394,-80.495256,-85.489507,-78.703967,-87.906514,-77.119638,-90.834177,-75.702043,-90.747498,-74.460303,-85.354359,-73.413144,-79.903028,-72.565327,-75.757823,-71.905299,-72.438583,-71.483310,-69.422970,-71.388951,-66.618614,-71.640917,-63.992920,-72.227174,-61.482203,-71.697653,-59.022177,-68.138402,-56.552367,-62.755259,-54.003435,-57.248566,-51.277434,-51.853233,-48.207676,-46.314863,-44.463500,-40.298275,-39.382456,-33.277740,-31.815395,-24.194696,-19.974393
2080.00,-104.889006,-105.259097,-100.383644,-105.846588,-97.160371,-110.675755,-95.939165,-100.162237,-97.085859,-97.066566,-98.502274,-97.771336,-99.069853,-99.155144,-99.861766,-98.354278,-101.440394,-96.507686,-105.514749,-94.853239,-112.566519,-93.333853,-105.573878,-91.966184,-99.003967,-91.246611,-99.162045,-91.539241,-96.242340,-92.112445,-91.873127,-92.883655,-89.360658,-94.155597,-87.808236,-95.958952,-86.620776,-100.851291,-85.630202,-108.538456,-84.868771,-97.799776,-84.391179,-92.290864,-84.125123,-89.409169,-83.932494,-85.878274,-84.031597,-82.911895,-84.593882,-80.725913,-85.699038,-78.943353,-88.131080,-77.368709,-91.081644,-75.961488,-91.109846,-74.731365,-85.713503,-73.697741,-80.239922,-72.865636,-76.096412,-72.223192,-72.793372,-71.821928,-69.796473,-71.754409,-67.013840,-72.043989,-64.415317,-72.705174,-61.938413,-72.298813,-59.520254,-68.817480,-57.102930,-63.454400,-54.621604,-57.990046,-51.986557,-52.675622,-49.047114,-47.262096,-45.504082,-41.437341,-40.752049,-34.733205,-33.731583,-26.249391,-22.875094
2088.00,-105.005384,-105.342983,-100.494941,-105.944517,-97.270807,-110.679874,-96.050633,-100.276142,-97.196968,-97.183167,-98.606660,-97.895322,-99.182016,-99.297734,-99.968115,-98.505451,-101.530467,-96.655362,-105.611095,-94.997278,-112.510317,-93.474367,-105.705320,-92.103869,-99.154706,-91.384288,-99.348090,-91.679366,-96.430574,-92.252596,-92.037508,-93.026916,-89.521276,-94.298227,-87.971713,-96.088703,-86.788660,-100.994570,-85.802691,-108.762358,-85.046418,-98.032193,-84.575065,-92.509706,-84.315344,-89.644500,-84.127305,-86.106204,-84.231528,-83.135649,-84.798474,-80.954594,-85.906384,-79.180589,-88.353002,-77.615432,-91.324539,-76.218344,-91.468826,-74.999554,-86.069781,-73.979129,-80.573298,-73.162331,-76.431021,-72.536952,-73.143765,-72.155730,-70.164997,-72.114069,-67.403319,-72.439590,-64.830996,-73.172933,-62.386662,-72.887592,-60.008725,-69.483742,-57.641617,-64.137799,-55.224613,-58.711918,-52.675467,-53.472864,-49.857990,-48.175136,-46.501347,-42.526087,-42.051475,-36.105763,-35.526267,-28.140806,-25.522986
2096.00,-105.121258,-105.426461,-100.605776,-106.041955,-97.380809,-110.684730,-96.161673,-100.389552,-97.307607,-97.299303,-98.710487,-98.018761,-99.293646,-99.439718,-100.073917,-98.656019,-101.620022,-96.802385,-105.706826,-95.140622,-112.457621,-93.614159,-105.835051,-92.240825,-99.304666,-91.521225,-99.533382,-91.818690,-96.618096,-92.391851,-92.200977,-93.169265,-89.680935,-94.439896,-88.134172,-96.217403,-86.955463,-101.136404,-85.974022,-108.976165,-85.222823,-98.263093,-84.757618,-92.727108,-84.504118,-89.878494,-84.320545,-86.332564,-84.429775,-83.357622,-85.001202,-81.181336,-86.111590,-79.415717,-88.572337,-77.859848,-91.562953,-76.472663,-91.824498,-75.264932,-86.423292,-74.257384,-80.903238,-73.455497,-76.761749,-72.846683,-73.489879,-72.484852,-70.528687,-72.468115,-67.787224,-72.827976,-65.240175,-73.630805,-62.827232,-73.464347,-60.487961,-70.137722,-58.168941,-64.806195,-55.813204,-59.415220,-53.345308,-54.246496,-50.642194,-49.056436,-47.458666,-43.568875,-43.287128,-37.404494,-37.213286,-29.892780,-27.958617
2104.00,-105.236631,-105.509533,-100.716153,-106.138907,-97.490382,-110.690313,-96.272287,-100.502469,-97.417778,-97.414976,-98.813761,-98.141662,-99.404748,-99.581099,-100.179182,-98.805994,-101.709071,-96.948767,-105.801949,-95.283280,-112.408277,-93.753238,-105.963071,-92.377059,-99.453857,-91.657428,-99.717938,-91.957228,-96.804915,-92.530225,-92.363550,-93.310712,-89.839647,-94.580624,-88.295629,-96.345051,-87.121194,-101.276825,-86.144212,-109.179701,-85.398008,-98.492468,-84.938855,-92.943099,-84.691464,-90.111171,-84.512240,-86.557375,-84.626363,-83.577844,-85.202100,-81.406169,-86.314700,-79.648775,-88.789151,-78.102004,-91.796999,-76.724494,-92.176916,-75.527558,-86.774107,-74.532572,-81.229827,-73.745218,-77.088693,-73.152488,-73.831825,-72.809422,-70.887676,-72.816716,-68.165721,-73.209391,-65.643062,-74.079126,-63.260388,-74.029414,-60.958314,-70.779918,-58.685383,-65.460280,-56.388067,-60.100916,-53.997125,-54.997919,-51.401436,-49.908194,-48.379040,-44.569529,-44.464585,-38.637083,-38.804191,-31.524462,-30.213687
2112.00,-105.351509,-105.592203,-100.826075,-106.235379,-97.599528,-110.696609,-96.382482,-100.614901,-97.527486,-97.530194,-98.916490,-98.264030,-99.515329,-99.721884,-100.283910,-98.955380,-101.797613,-97.094510,-105.896469,-95.425258,-112.362132,-93.891611,-106.089399,-92.512580,-99.602287,-91.792909,-99.901756,-92.094986,-96.991046,-92.667723,-92.525230,-93.451272,-89.997425,-94.720420,-88.456095,-96.471676,-87.285873,-101.415862,-86.313277,-109.372901,-85.571989,-98.720346,-85.118796,-93.157699,-84.877406,-90.342565,-84.702416,-86.780666,-84.821321,-83.796346,-85.401203,-81.629128,-86.515749,-79.879798,-89.003501,-78.341942,-92.026773,-76.973890,-92.526118,-75.787489,-87.122311,-74.804762,-81.553150,-74.031573,-77.411944,-73.454466,-74.169715,-73.129566,-71.242095,-73.160037,-68.538967,-73.584067,-66.039854,-74.518218,-63.686383,-74.583115,-61.420116,-71.410804,-59.191394,-66.100703,-56.949841,-60.769895,-54.631880,-55.728417,-52.137266,-50.732392,-49.265153,-45.531420,-45.588740,-39.810090,-40.308732,-33.051415,-32.313300
2120.00,-105.465894,-105.674477,-100.935548,-106.331374,-97.708253,-110.703600,-96.492261,-100.726848,-97.636738,-97.644959,-99.018675,-98.385869,-99.625392,-99.862079,-100.388111,-99.104180,-101.885664,-97.239622,-105.990396,-95.566563,-112.319018,-94.029284,-106.214052,-92.647396,-99.749963,-91.927674,-100.084841,-92.231974,-97.176494,-92.804359,-92.686036,-93.590949,-90.154281,-94.859299,-88.615583,-96.597295,-87.449510,-101.553537,-86.481233,-109.555641,-85.744782,-98.946730,-85.297462,-93.370921,-85.061966,-90.572690,-84.891090,-87.002460,-85.014678,-84.013153,-85.598540,-81.850245,-86.714785,-80.108826,-89.215439,-78.579702,-92.252392,-77.220894,-92.872171,-76.044779,-87.467987,-75.074020,-81.873279,-74.314643,-77.731592,-73.752708,-74.503648,-73.445398,-71.592067,-73.498234,-68.907117,-73.952225,-66.430740,-74.948392,-64.105456,-75.125750,-61.873679,-72.030825,-59.687396,-66.728070,-57.499122,-61.422985,-55.250462,-56.439166,-52.851097,-51.530819,-50.119414,-46.457529,-46.663909,-40.929151,-41.735214,-34.486429,-34.277608
2128.00,-105.579792,-105.756358,-101.044575,-106.426897,-97.816558,-110.711282,-96.601626,-100.838320,-97.745535,-97.759275,-99.120327,-98.507185,-99.734944,-100.001686,-100.491787,-99.252403,-101.973215,-97.384106,-106.083746,-95.707200,-112.278819,-94.166264,-106.337055,-92.781513,-99.896899,-92.061733,-100.267215,-92.368203,-97.361269,-92.940142,-92.845972,-93.729764,-90.310226,-94.997272,-88.774109,-96.721918,-87.612122,-101.689905,-86.648095,-109.727955,-85.916406,-99.171627,-85.474867,-93.582799,-85.245160,-90.801577,-85.078293,-87.222785,-85.206460,-84.228297,-85.794144,-82.069552,-86.911839,-80.335891,-89.425028,-78.815326,-92.473936,-77.465555,-93.215093,-76.299486,-87.811208,-75.340407,-82.190297,-74.594498,-78.047723,-74.047309,-74.833729,-73.757037,-71.937713,-73.831457,-69.270311,-74.314076,-66.815899,-75.369940,-64.517836,-75.657607,-62.319300,-72.640399,-60.173787,-67.342951,-58.036466,-62.060952,-55.853688,-57.131246,-53.544216,-52.305099,-50.943992,-47.350509,-47.693922,-41.999146,-43.090781,-35.840129,-36.123004
2136.00,-105.693206,-105.837850,-101.153160,-106.521952,-97.924450,-110.719632,-96.710583,-100.949317,-97.853883,-97.873148,-99.221447,-98.627983,-99.843987,-100.140715,-100.594944,-99.400055,-102.060289,-97.527976,-106.176522,-95.847179,-112.241380,-94.302560,-106.458402,-92.914940,-100.043098,-92.195094,-100.448865,-92.503678,-97.545385,-93.075084,-93.005049,-93.867718,-90.465269,-95.134353,-88.931681,-96.845564,-87.773720,-101.824958,-86.813876,-109.889896,-86.086876,-99.395057,-85.651033,-93.793346,-85.427011,-91.029240,-85.264042,-87.441661,-85.396691,-84.441799,-85.988043,-82.287077,-87.106953,-80.561028,-89.632312,-79.048851,-92.691526,-77.707917,-93.554944,-76.551656,-88.152053,-75.603984,-82.504272,-74.871214,-78.360417,-74.338354,-75.160052,-74.064589,-72.279147,-74.159850,-69.628692,-74.669823,-67.195503,-75.783147,-64.923738,-76.178960,-62.757259,-73.239927,-60.650940,-67.945882,-58.562391,-62.684513,-56.442315,-57.805653,-54.217802,-53.056705,-51.740850,-48.212729,-48.682191,-43.024322,-44.381622,-37.121421,-37.862992
2144.00,-105.806142,-105.918956,-101.261306,-106.616545,-98.031930,-110.728646,-96.819136,-101.059845,-97.961785,-97.986583,-99.322042,-98.748268,-99.952530,-100.279168,-100.697590,-99.547137,-102.146886,-97.671226,-106.268725,-95.986502,-112.206585,-94.438179,-106.578136,-93.047686,-100.188576,-92.327763,-100.629813,-92.638411,-97.728848,-93.209188,-93.163282,-94.004830,-90.619428,-95.270549,-89.088312,-96.968255,-87.934319,-101.958750,-86.978595,-110.041543,-86.256208,-99.617013,-85.825978,-94.002579,-85.607540,-91.255716,-85.448363,-87.659115,-85.585397,-84.653693,-86.180269,-82.502853,-87.300161,-80.784271,-89.837349,-79.280316,-92.905243,-77.948023,-93.891766,-76.801344,-88.490586,-75.864812,-82.815279,-75.144860,-78.669760,-74.625929,-75.482712,-74.368162,-72.616479,-74.483550,-69.982392,-75.019655,-67.569716,-76.188289,-65.323369,-76.690066,-63.187820,-73.829785,-61.119208,-68.537366,-59.077383,-63.294334,-57.017047,-58.463306,-54.872935,-53.786982,-52.511762,-49.046313,-49.631766,-44.008400,-45.613142,-38.337841,-39.508820
2152.00,-105.918601,-105.999682,-101.369018,-106.710679,-98.139003,-110.738302,-96.927286,-101.169909,-98.069246,-98.099583,-99.422116,-98.868046,-100.060575,-100.417050,-100.799725,-99.693660,-102.233003,-97.813871,-106.360374,-96.125177,-112.174326,-94.573123,-106.696263,-93.179757,-100.333335,-92.459750,-100.810056,-92.772411,-97.911667,-93.342474,-93.320674,-94.141104,-90.772707,-95.405879,-89.244017,-97.089990,-88.093931,-102.091302,-87.142261,-110.183104,-86.424419,-99.837517,-85.999713,-94.210529,-85.786761,-91.481011,-85.631271,-87.875165,-85.772602,-84.863995,-86.370848,-82.716906,-87.491500,-81.005653,-90.040185,-79.509758,-93.115195,-78.185916,-94.225575,-77.048598,-88.826896,-76.122949,-83.123382,-75.415503,-78.975822,-74.910113,-75.801795,-74.667855,-72.949814,-74.802689,-70.331538,-75.363762,-67.938694,-76.585619,-65.716924,-77.191178,-63.611236,-74.410327,-61.578922,-69.117879,-59.581896,-63.891037,-57.578535,-59.105055,-55.510610,-54.497159,-53.258345,-49.853171,-50.545390,-44.954654,-46.790094,-39.495812,-41.069959
2160.00,-106.030590,-106.080031,-101.476300,-106.804358,-98.245672,-110.748592,-97.035040,-101.279511,-98.176269,-98.212152,-99.521676,-98.987319,-100.168127,-100.554368,-100.901361,-99.839627,-102.318661,-97.955914,-106.451474,-96.263211,-112.144466,-94.707407,-106.812793,-93.311159,-100.477387,-92.591063,-100.989606,-92.905684,-98.093852,-93.474941,-93.477240,-94.276553,-90.925121,-95.540348,-89.398807,-97.210801,-88.252571,-102.222634,-87.304893,-110.314771,-86.591523,-100.056571,-86.172264,-94.417199,-85.964698,-91.705156,-85.812794,-88.089841,-85.958334,-85.072742,-86.559810,-82.929265,-87.681006,-81.225204,-90.240871,-79.737212,-93.321475,-78.421639,-94.556430,-77.293464,-89.161031,-76.378446,-83.428650,-75.683209,-79.278683,-75.190989,-76.117389,-74.963768,-73.279256,-75.117393,-70.676253,-75.702311,-68.302587,-76.975393,-66.104592,-77.682524,-64.027745,-74.981895,-62.030396,-69.687868,-60.076356,-64.475204,-58.127387,-59.731688,-56.131742,-55.188361,-53.982070,-50.635030,-51.425532,-45.865985,-47.916678,-40.600854,-42.554459
2168.00,-106.142111,-106.160007,-101.583154,-106.897588,-98.351942,-110.759501,-97.142399,-101.388658,-98.282860,-98.324296,-99.620724,-99.106097,-100.275190,-100.691126,-101.002495,-99.985041,-102.403856,-98.097358,-106.542030,-96.400609,-112.116942,-94.841030,-106.927768,-93.441901,-100.620739,-92.721709,-101.168466,-93.038241,-98.275413,-93.606606,-93.632988,-94.411187,-91.076679,-95.673973,-89.552690,-97.330694,-88.410250,-102.352769,-87.466501,-110.436815,-86.757537,-100.274179,-86.343642,-94.622622,-86.141366,-91.928173,-85.992951,-88.303155,-86.142611,-85.279947,-86.747182,-83.139959,-87.868707,-81.442957,-90.439450,-79.962716,-93.524167,-78.655228,-94.884352,-77.535991,-89.493077,-76.631360,-83.731150,-75.948041,-79.578411,-75.468627,-76.429579,-75.255991,-73.604903,-75.427783,-71.016654,-76.035479,-68.661540,-77.357850,-66.486549,-78.164341,-64.437574,-75.544806,-62.473926,-70.247756,-60.561163,-65.047381,-58.664167,-60.343935,-56.737176,-55.861622,-54.684282,-51.393453,-52.274428,-46.744967,-48.996631,-41.657742,-43.969223
2176.00,-106.253169,-106.239613,-101.689586,-106.990371,-98.457814,-110.771017,-97.249368,-101.497352,-98.389021,-98.436017,-99.719267,-99.224380,-100.381771,-100.827329,-101.103138,-100.129911,-102.488594,-98.238212,-106.632053,-96.537376,-112.091604,-94.974000,-107.041177,-93.571989,-100.763399,-92.851695,-101.346642,-93.170086,-98.456362,-93.737473,-93.787926,-94.545016,-91.227392,-95.806756,-89.705683,-97.449687,-88.566979,-102.481751,-87.627100,-110.549530,-86.922472,-100.490357,-86.513864,-94.826810,-86.316782,-92.150074,-86.171757,-88.515139,-86.325457,-85.485643,-86.932987,-83.349015,-88.054640,-81.658943,-90.635975,-80.186302,-93.723375,-78.886726,-95.209366,-77.776221,-89.823092,-76.881744,-84.030938,-76.210062,-79.875079,-75.743107,-76.738445,-75.544618,-73.926847,-75.733977,-71.352854,-76.363422,-69.015688,-77.733219,-66.862967,-78.636840,-64.840939,-76.099368,-62.909794,-70.797942,-61.036696,-65.608079,-59.189405,-60.942477,-57.327694,-56.517894,-55.366212,-52.129860,-53.094103,-47.593902,-50.033293,-42.670631,-45.320215
